01_assy_0_1,0,take_short_brace,000028.jpg,000040.jpg
01_assy_0_1,30,fit_short_brace,000040.jpg,000055.jpg
01_assy_0_1,0,take_short_brace,000059.jpg,000063.jpg
01_assy_0_1,30,fit_short_brace,000063.jpg,000073.jpg
01_assy_0_1,1,align_objects,000072.jpg,000084.jpg
01_assy_0_1,2,take_pin_short,000089.jpg,000099.jpg
01_assy_0_1,1,align_objects,000100.jpg,000110.jpg
01_assy_0_1,3,plug_short_pin,000102.jpg,000120.jpg
01_assy_0_1,4,take_tooth_washer,000136.jpg,000143.jpg
01_assy_0_1,31,fit_tooth_washer,000143.jpg,000150.jpg
01_assy_0_1,5,take_nut,000152.jpg,000166.jpg
01_assy_0_1,34,fit_nut,000166.jpg,000174.jpg
01_assy_0_1,6,tighten_nut,000174.jpg,000181.jpg
01_assy_0_1,6,tighten_nut,000186.jpg,000197.jpg
01_assy_0_1,7,check_instruction,000191.jpg,000206.jpg
01_assy_0_1,44,put_partial_model,000204.jpg,000213.jpg
01_assy_0_1,7,check_instruction,000213.jpg,000239.jpg
01_assy_0_1,8,take_partial_model,000252.jpg,000259.jpg
01_assy_0_1,7,check_instruction,000265.jpg,000278.jpg
01_assy_0_1,9,take_long_brace,000266.jpg,000282.jpg
01_assy_0_1,9,take_long_brace,000292.jpg,000305.jpg
01_assy_0_1,1,align_objects,000308.jpg,000334.jpg
01_assy_0_1,7,check_instruction,000313.jpg,000325.jpg
01_assy_0_1,10,take_screw_pin,000336.jpg,000362.jpg
01_assy_0_1,35,put_screw_pin,000358.jpg,000365.jpg
01_assy_0_1,2,take_pin_short,000369.jpg,000382.jpg
01_assy_0_1,3,plug_short_pin,000382.jpg,000395.jpg
01_assy_0_1,7,check_instruction,000405.jpg,000412.jpg
01_assy_0_1,2,take_pin_short,000412.jpg,000434.jpg
01_assy_0_1,33,fit_long_brace,000437.jpg,000450.jpg
01_assy_0_1,3,plug_short_pin,000454.jpg,000477.jpg
01_assy_0_1,4,take_tooth_washer,000486.jpg,000503.jpg
01_assy_0_1,31,fit_tooth_washer,000503.jpg,000512.jpg
01_assy_0_1,5,take_nut,000516.jpg,000533.jpg
01_assy_0_1,34,fit_nut,000533.jpg,000543.jpg
01_assy_0_1,6,tighten_nut,000542.jpg,000560.jpg
01_assy_0_1,4,take_tooth_washer,000580.jpg,000586.jpg
01_assy_0_1,31,fit_tooth_washer,000586.jpg,000591.jpg
01_assy_0_1,5,take_nut,000592.jpg,000608.jpg
01_assy_0_1,34,fit_nut,000608.jpg,000619.jpg
01_assy_0_1,6,tighten_nut,000619.jpg,000635.jpg
01_assy_0_1,44,put_partial_model,000656.jpg,000674.jpg
01_assy_0_1,7,check_instruction,000677.jpg,000689.jpg
01_assy_0_1,11,take_instruction,000717.jpg,000725.jpg
01_assy_0_1,29,browse_instruction,000717.jpg,000728.jpg
01_assy_0_1,12,put_instruction,000725.jpg,000730.jpg
01_assy_0_1,13,take_pin_long,000743.jpg,000752.jpg
01_assy_0_1,14,put_pin_long,000752.jpg,000758.jpg
01_assy_0_1,15,take_wing_beam,000756.jpg,000767.jpg
01_assy_0_1,56,fit_wing_beam,000766.jpg,000779.jpg
01_assy_0_1,10,take_screw_pin,000785.jpg,000791.jpg
01_assy_0_1,16,plug_screw_pin,000791.jpg,000797.jpg
01_assy_0_1,1,align_objects,000805.jpg,000810.jpg
01_assy_0_1,17,take_round_washer,000806.jpg,000822.jpg
01_assy_0_1,18,take_acorn_nut,000817.jpg,000829.jpg
01_assy_0_1,19,tighten_acorn_nut,000829.jpg,000875.jpg
01_assy_0_1,1,align_objects,000880.jpg,000896.jpg
01_assy_0_1,20,take_pin_middle,000902.jpg,000911.jpg
01_assy_0_1,21,take_wheel,000914.jpg,000920.jpg
01_assy_0_1,13,take_pin_long,000925.jpg,000930.jpg
01_assy_0_1,22,plug_pin_long,000931.jpg,000940.jpg
01_assy_0_1,17,take_round_washer,000959.jpg,000966.jpg
01_assy_0_1,32,fit_round_washer,000966.jpg,000971.jpg
01_assy_0_1,23,take_wing,000973.jpg,000982.jpg
01_assy_0_1,24,put_wing,000983.jpg,000987.jpg
01_assy_0_1,1,align_objects,000993.jpg,001003.jpg
01_assy_0_1,71,plug_objects,001002.jpg,001011.jpg
01_assy_0_1,23,take_wing,001015.jpg,001025.jpg
01_assy_0_1,1,align_objects,001025.jpg,001109.jpg
01_assy_0_1,71,plug_objects,001060.jpg,001145.jpg
01_assy_0_1,17,take_round_washer,001170.jpg,001186.jpg
01_assy_0_1,32,fit_round_washer,001186.jpg,001202.jpg
01_assy_0_1,7,check_instruction,001188.jpg,001203.jpg
01_assy_0_1,21,take_wheel,001212.jpg,001223.jpg
01_assy_0_1,50,fit_wheel,001223.jpg,001237.jpg
01_assy_0_1,4,take_tooth_washer,001239.jpg,001250.jpg
01_assy_0_1,31,fit_tooth_washer,001251.jpg,001261.jpg
01_assy_0_1,5,take_nut,001266.jpg,001280.jpg
01_assy_0_1,34,fit_nut,001280.jpg,001288.jpg
01_assy_0_1,6,tighten_nut,001289.jpg,001309.jpg
01_assy_0_1,1,align_objects,001313.jpg,001327.jpg
01_assy_0_1,7,check_instruction,001394.jpg,001405.jpg
01_assy_0_1,20,take_pin_middle,001394.jpg,001407.jpg
01_assy_0_1,21,take_wheel,001424.jpg,001435.jpg
01_assy_0_1,1,align_objects,001435.jpg,001446.jpg
01_assy_0_1,26,plug_pin_middle,001442.jpg,001448.jpg
01_assy_0_1,17,take_round_washer,001461.jpg,001466.jpg
01_assy_0_1,32,fit_round_washer,001466.jpg,001471.jpg
01_assy_0_1,27,take_pulley,001473.jpg,001484.jpg
01_assy_0_1,55,fit_pulley,001490.jpg,001509.jpg
01_assy_0_1,1,align_objects,001509.jpg,001565.jpg
01_assy_0_1,71,plug_objects,001552.jpg,001575.jpg
01_assy_0_1,17,take_round_washer,001581.jpg,001587.jpg
01_assy_0_1,32,fit_round_washer,001587.jpg,001616.jpg
01_assy_0_1,21,take_wheel,001624.jpg,001642.jpg
01_assy_0_1,50,fit_wheel,001643.jpg,001674.jpg
01_assy_0_1,4,take_tooth_washer,001677.jpg,001700.jpg
01_assy_0_1,7,check_instruction,001679.jpg,001694.jpg
01_assy_0_1,31,fit_tooth_washer,001700.jpg,001712.jpg
01_assy_0_1,5,take_nut,001716.jpg,001741.jpg
01_assy_0_1,34,fit_nut,001741.jpg,001756.jpg
01_assy_0_1,6,tighten_nut,001756.jpg,001771.jpg
01_assy_0_1,8,take_partial_model,001775.jpg,001786.jpg
01_assy_0_1,8,take_partial_model,001788.jpg,001798.jpg
01_assy_0_1,8,take_partial_model,001810.jpg,001817.jpg
01_assy_1_1,7,check_instruction,000027.jpg,000035.jpg
01_assy_1_1,8,take_partial_model,000037.jpg,000046.jpg
